idx,phase,bias_percent,ratio,start_s,end_s,duration_s,arsp_mean,arsp_min,arsp_max,sim_true_as_mean,gps_spd_mean,xkf_groundspeed_mean,arsp_minus_true_as_mean,arsp_minus_gps_mean,alt_mean,alt_min,alt_max,alt_delta,tecs_h_mean,tecs_hdem_mean,tecs_sp_mean,tecs_spdem_mean,tecs_th_mean,tecs_ph_mean,ctun_tho_mean,aetr_thr_mean,aetr_elev_mean,rcou_c2_mean,rcou_c3_mean,pitch_mean,diffpress_mean,aoa_mean,n_arsp,n_tecs
1,baseline_settle,0.0,1.9900000095367432,208.243651,266.623397,58.37974600000001,15.000048278422838,14.82567310333252,15.177849769592285,15.465766883870108,10.545524875769454,10.524514206788442,-0.46571860544726995,4.454523402653384,100.0007447260596,99.93724822998047,100.109130859375,-0.11290740966796875,100.00068127349968,99.99993919343984,15.504399846109111,15.504618508985427,0.641869526788983,-0.026607199624348224,64.18672773382637,64.18672773382637,2881.220153031367,1627.094382022472,1612.9745318352059,-1.5283928350562908,112.50385700182969,-1.523761911561873,534,534
2,fault_observe,10.0,1.6528925895690918,266.623397,325.243339,58.61994199999998,14.983797822425615,14.7294282913208,15.330349922180176,14.082732939364305,9.150459389188397,9.134755026931016,0.9010648830613093,5.833338433237218,100.08200275933565,99.95121765136719,100.36228942871094,-0.1868896484375,100.0818996002425,99.99993896484375,15.48857135559196,15.504683145836218,0.5738742965370861,-0.0017185118712364077,57.388424341002505,57.388424341002505,3576.4394928434003,1658.0082089552238,1558.6,-0.31995523144702126,112.26199692398754,-0.30430962623500113,536,536
3,baseline_settle,0.0,1.9900000095367432,325.243339,383.623339,58.379999999999995,15.033951827202843,14.844839096069336,15.35383129119873,15.496113702124449,10.575910607527257,10.595485694772416,-0.46216187492160543,4.458041219675586,99.88198951406872,99.42793273925781,100.0760269165039,0.30475616455078125,99.88216030106562,99.99993896484375,15.538810724622747,15.504529072550799,0.6433947174513385,-0.03200290882297223,64.33933536658127,64.33933536658127,2866.904799603523,1626.4651685393258,1614.2224719101123,-1.6714895877945288,113.01559875431133,-1.6931489920348264,534,534
4,fault_observe,20.0,1.3888888359069824,383.623339,441.983339,58.360000000000014,15.090850019544419,14.8507661819458,15.574383735656738,12.993748733486193,8.058079046256534,8.081305405870044,2.0971012860582263,7.032770973287885,99.94398077031126,99.75996398925781,100.17022705078125,-0.1499176025390625,99.9438680108448,99.99993896484375,15.599140231649603,15.504579536910352,0.5204135899695849,0.13323916359254165,52.0432935769054,52.0432935769054,4316.36306877079,1690.8628185907046,1515.8470764617691,0.8261835065389658,113.87582158416119,0.8393945678698133,533,533
5,baseline_settle,0.0,1.9900000095367432,441.983339,500.343339,58.360000000000014,15.016954495219256,14.307777404785156,15.400094985961914,15.48125729174807,10.560534326653732,10.584694905518829,-0.46430279652881445,4.456420168565524,99.85200690365266,99.29122161865234,100.14326477050781,-0.0542449951171875,99.85218366701504,99.99993896484375,15.520239604992813,15.504509218623129,0.6428050005927068,-0.03642863903738809,64.27879204528442,64.27879204528442,2870.746112783452,1626.6469265367316,1613.7338830584708,-1.6912881031386677,112.77004524831021,-1.6876241016700473,534,534
6,fault_observe,30.0,1.1834319829940796,500.343339,558.983339,58.639999999999986,16.06113761040702,15.383355140686035,16.7884578704834,12.768927352984925,7.825959466203881,7.848208359236326,3.292210257422095,8.23517814420314,98.32800775424124,97.44258880615234,99.48652648925781,0.15430450439453125,98.32762688309398,99.99993896484375,16.604443429121332,15.503357670200405,0.5093673422599017,0.24305923063474805,50.93902728701598,50.93902728701598,4482.399232367986,1698.2423564504102,1507.0313199105146,1.1699573928024967,129.05354518321022,1.1524110955756102,536,536
7,baseline_settle,0.0,1.9900000095367432,558.983339,617.123339,58.139999999999986,14.990997877336087,14.130542755126953,15.382728576660156,15.460226376971043,10.538921266231897,10.560366347956654,-0.4692284996349567,4.452076611104189,99.83310200220131,99.29076385498047,100.08277130126953,0.12421417236328125,99.8332616476188,99.99993896484375,15.490864531438154,15.504493351269485,0.6418924196098084,-0.03634999684737365,64.18764584035759,64.18764584035759,2877.9839606227647,1626.948795180723,1613.000753012048,-1.6250313758984747,112.38649485882064,-1.632858401962689,532,532
8,fault_observe,40.0,1.0204081535339355,617.123339,675.983339,58.860000000000014,17.301614541546563,16.394136428833008,18.365922927856445,12.773076498326962,7.821389267179701,7.802318112105462,4.528538043219601,9.480225274366862,96.08913343467798,94.84230041503906,97.8888931274414,-0.128204345703125,96.09070601339234,99.99993896484375,17.883028824533227,15.5016670794292,0.5095468209467856,0.25413315660115954,50.961074172078725,50.961074172078725,4461.672294950875,1697.388270230141,1507.2160356347438,1.2941116412708145,149.83608146582395,1.2675508523574548,538,538
9,baseline_settle,0.0,1.9900000095367432,675.983339,734.623339,58.639999999999986,15.023318301366029,14.446878433227539,15.379032135009766,15.488996876255067,10.568470655982175,10.546134005792284,-0.4656785748890382,4.454847645383854,99.71233002095859,98.42005157470703,100.02899169921875,1.567596435546875,99.71176029539197,99.99993896484375,15.527955152912957,15.504399395521792,0.6433383423966846,-0.028792798928430847,64.3338920598951,64.3338920598951,2861.746717482872,1626.2170022371365,1614.1841909023117,-1.3865829825076281,112.86035335263726,-1.4757864468590507,537,537
10,fault_observe,50.0,0.8888888955116272,734.623339,793.463339,58.84000000000003,20.19661404563592,19.31512451171875,24.1411190032959,13.91763330320724,8.96420863835785,8.939468945098135,6.278980742428679,11.232405407278069,99.36207187760283,90.33953857421875,100.146484375,9.743438720703125,99.3669890931991,99.99993896484375,14.484061790664843,15.504122154420193,0.5682550233314472,0.014736377523318763,56.76265418405519,56.76265418405519,3619.5661510450523,1659.8610698365528,1553.651560178306,0.6185464107970597,204.22883067077865,-0.07061063287585807,538,538
11,baseline_settle,0.0,1.9900000095367432,793.463339,851.863339,58.39999999999998,15.02575551436635,14.057710647583008,15.41033935546875,15.48984859230813,10.566929317145759,10.547540510486279,-0.46409307794177934,4.458826197220592,99.67497110545412,98.61302185058594,100.05411529541016,0.8541107177734375,99.67480973090126,99.99993896484375,15.524299214395244,15.504373695073502,0.6435751529891839,-0.029751919483772937,64.35335324176688,64.35335324176688,2864.4272356697684,1626.3423220973782,1614.3333333333333,-1.4413221282012454,112.89975858538338,-1.4945147074340435,534,534
12,fault_observe,60.0,0.78125,851.863339,910.483339,58.620000000000005,21.55343433636338,21.03114128112793,23.2539005279541,13.92178267714071,8.9850675775044,8.960534230514146,7.631651659222671,12.56836675885898,98.80347021871539,90.55689239501953,100.10192108154297,9.489189147949219,98.8017058016649,99.99993896484375,14.479936782993487,15.503691632356217,0.5678375944940012,0.0176847721953918,56.78896718096377,56.78896718096377,3609.483389327775,1659.4111940298508,1553.8201492537314,0.6207633458814625,232.4633185543231,-0.0967395597347319,536,536
13,baseline_settle,0.0,1.9900000095367432,910.483339,961.623339,51.139999999999986,13.431091387034495,13.094294548034668,15.16549015045166,13.846005897786538,8.908584813534956,8.927710310801977,-0.4149145107520429,4.522506573499539,99.87359333534175,98.84994506835938,100.04068756103516,-1.1907424926757812,99.87296381037989,99.99993896484375,14.502086108897155,15.504527333494904,0.5629856174900418,-0.01003031780009936,56.282332881484535,56.282332881484535,3722.094741160163,1664.3535528596187,1549.7764298093587,-0.1718153795041285,90.29842655792896,-0.06902943673297698,462,462
14,fault_observe,70.0,0.6920415163040161,961.623339,1017.983339,56.360000000000014,22.9772656721446,22.295671463012695,24.72317886352539,13.973029660658673,9.03288368492275,9.054483126716228,9.004236011485927,13.94438198722185,98.05759179183627,86.93619537353516,100.0528793334961,13.103050231933594,98.06296326635409,99.99993896484375,14.485576062639321,15.503128204196981,0.5713134182591653,0.021138843366799998,57.13973036139182,57.13973036139182,3565.3702390676717,1657.2445482866044,1556.5996884735202,0.7421789473717644,264.2555199636121,-0.2686472480515741,513,513
15,baseline_settle,0.0,1.9900000095367432,1017.983339,1072.623339,54.639999999999986,15.026646232221209,14.043869018554688,15.411409378051758,15.497920209606457,10.57658117048202,10.601894076251993,-0.47127397738524834,4.450065061739188,99.65371616188314,98.70762634277344,100.0497817993164,0.8316421508789062,99.65362943346112,99.99993896484375,15.525704191963918,15.504357660320442,0.6439822945796269,-0.03324228877078,64.39633419089121,64.39633419089121,2859.3704705126916,1626.0741337630943,1614.6889605157132,-1.562699142528291,112.91586650641152,-1.617551697211966,497,497
16,fault_observe,80.0,0.6172839403152466,1072.623339,1130.463339,57.83999999999992,24.34180530273553,23.618896484375,26.425785064697266,13.97798258314342,9.037576202190284,9.058789101453167,10.36382271959211,15.304229100545246,97.91044806712148,85.45962524414062,100.07575988769531,14.600761413574219,97.91713850425951,99.99993896484375,14.484395045222659,15.50301389802586,0.5716975046829744,0.022053216763059467,57.180451190264094,57.180451190264094,3559.270189745872,1657.0734292202876,1556.9409538228615,0.8451091551435527,296.56615604053843,-0.24960622126562873,528,528
17,baseline_settle,0.0,1.9900000095367432,1130.463339,1188.123339,57.66000000000008,13.624004420112161,12.997943878173828,15.451692581176758,14.049535334087622,9.109893911238405,9.14130253315302,-0.42553091397546083,4.514110508873756,99.77477820376133,98.80933380126953,100.16394805908203,-0.9716644287109375,99.77414706264547,99.99993896484375,14.643013737007156,15.504453177696387,0.5732351488361322,-0.013781379834100237,57.29556906621869,57.29556906621869,3618.2101896801983,1659.904255319149,1557.7895136778116,-0.32038243678837197,93.06967061746731,-0.24251526615368574,527,527
18,fault_observe,90.0,0.554016649723053,1188.123339,1245.743339,57.62000000000012,25.791312819651324,25.001914978027344,28.208423614501953,14.03022841798267,9.09287494398342,9.08909983207346,11.761084401668654,16.698437875667906,97.77363572511992,84.56627655029297,100.1120834350586,15.51470947265625,97.78663306000568,99.99993896484375,14.482464565523676,15.502915063285103,0.5743558106540274,0.022609641908281995,57.450313597102294,57.450313597102294,3527.0435395864006,1655.619300911854,1559.112462006079,0.9561814897011479,332.9703545515981,-0.2010049047705473,526,526
19,baseline_settle,0.0,1.9900000095367432,1245.743339,1303.863339,58.11999999999989,13.676568749709768,12.899296760559082,15.44434928894043,14.100597856633634,9.162654589889641,9.147701537797447,-0.4240291069238662,4.513914159820127,99.73142280348812,98.68575286865234,100.11331939697266,-0.9952621459960938,99.7314947095968,99.99993896484375,14.64265406872593,15.504419073546673,0.5754603916417856,-0.01459001592341144,57.529697527368384,57.529697527368384,3586.126553455031,1658.4661144578313,1559.7665662650602,-0.2040027356853832,93.77090494331891,-0.12315849119621082,531,531
20,fault_observe,100.0,0.5,1303.863339,1362.743339,58.88000000000011,27.195538359803038,26.35962677001953,29.564144134521484,14.053135184066422,9.114316419154738,9.088085936543818,13.142403175736616,18.081221940648298,97.84244216205282,84.69845581054688,100.16454315185547,15.36895751953125,97.8404199320664,99.99993896484375,14.484366629251966,15.50295438394918,0.5754225856740312,0.022627578597301565,57.549980611029426,57.549980611029426,3515.5161475370614,1655.1544172234596,1559.944320712695,0.9903714020073459,370.22949903838486,-0.13521879746843,539,539
21,baseline_settle,0.0,1.9900000095367432,1362.743339,1420.623339,57.87999999999988,13.723134819636497,12.868993759155273,15.413543701171875,14.143982287434334,9.207589145876327,9.190310843399539,-0.4208474677978362,4.515545673760171,99.72238735712602,98.77059936523438,100.11392211914062,-0.8655166625976562,99.72200703035004,99.99993896484375,14.667541422780836,15.50441215529559,0.5778277160314621,-0.014447736216705497,57.75950723264293,57.75950723264293,3563.283661304191,1657.4236006051437,1561.481845688351,-0.21140014486822037,94.4282307327357,-0.14076941978672278,529,529
22,fault_observe,110.0,0.4535147249698639,1420.623339,1471.743339,51.12000000000012,28.686965263846638,27.710918426513672,31.067066192626953,14.118685711184897,9.177900451162587,9.152424680693429,14.56827955266174,19.509064812684052,97.43702665330633,84.54112243652344,100.15199279785156,15.574882507324219,97.44602511192868,99.99993896484375,14.483107624757317,15.502649197609461,0.5791240624129902,0.026001642691476548,57.92649856858531,57.92649856858531,3463.0600960724064,1652.77710320902,1562.9540329575022,1.1404696112467947,411.97308402568297,-0.1925478324353687,461,461
23,baseline_settle,0.0,1.9900000095367432,1471.743339,1528.623339,56.87999999999988,15.019287438291576,14.010724067687988,15.437942504882812,15.484379879400743,10.559523582458496,10.551618872919041,-0.46509244110916725,4.45976385583308,99.69578951068722,98.8254165649414,100.05638122558594,0.6177597045898438,99.69602422401854,99.99993896484375,15.518018836460591,15.504391302722498,0.6433337794792675,-0.029625980682340892,64.32767975982925,64.32767975982925,2865.4115505056743,1626.373939861218,1614.124903623747,-1.361566844589451,112.80685831999733,-1.3975515503414793,519,519
24,fault_observe,120.0,0.41322314739227295,1528.623339,1585.743339,57.12000000000012,29.840215122859902,28.92654037475586,32.334442138671875,14.019500484305533,9.079200414510874,9.097166156584866,15.820714638554369,20.76101470834903,97.75912024731464,84.78338623046875,100.09184265136719,15.258010864257812,97.76705102316477,99.99993896484375,14.485716684308482,15.50289683607398,0.5739654494796285,0.02246460808180058,57.40850640075168,57.40850640075168,3532.442091642484,1655.892555640829,1558.7145049884882,0.9333290878457466,445.7193973709663,-0.2260635791370116,521,521
25,baseline_settle,0.0,1.9900000095367432,1585.743339,1644.123339,58.37999999999988,15.025803065925055,14.180639266967773,15.4368314743042,15.48944531973492,10.565360051415833,10.593325641467272,-0.4636422538098639,4.460443014509222,99.71468082753972,98.84571075439453,100.04666900634766,0.595184326171875,99.71499970968297,99.99993896484375,15.52711003014211,15.504406221796957,0.643486665764105,-0.03178936047898082,64.34343899350831,64.34343899350831,2864.988523926513,1626.3470764617691,1614.2631184407796,-1.4927072451747339,112.90164360303557,-1.525040426169442,534,534
26,fault_observe,130.0,0.3780718445777893,1644.123339,1699.983339,55.8599999999999,31.206117096848374,30.254077911376953,33.795875549316406,14.02266978204977,9.083600440679811,9.1035278529013,17.183447314798606,22.122516656168564,97.70288462608865,84.70836639404297,100.08590698242188,15.330276489257812,97.7142989391417,99.99993896484375,14.486075463257437,15.502854563119843,0.5741880283815655,0.023048693633190995,57.431707379203175,57.431707379203175,3527.6721924595863,1655.6485849056603,1558.940251572327,0.9648579546841998,487.4372100229338,-0.23148502630830603,508,508
