attempt_id,combo_key,run_alias,certified_run_alias,x_wind_mps,y_wind_mps,wind_magnitude_mps,wind_angle_deg_from_east_ccw,status,success_class,analysis_position_source,relative_bin_file,source_bin_file,source_bin_size_bytes,cte_critical_mission_sha16,analysis_bin_path,analysis_square_metric_basis,analysis_loiter_metric_basis,mission_validation_ok,mission_validation_true_ok,mission_validation_square_ok,mission_validation_error_count,mission_validation_errors,true_position_source_reported,square_position_source_reported,square_sample_count,square_segment_count,square_mean_true_path_dev_m,square_rms_true_path_dev_m,square_p95_true_path_dev_m,square_max_true_path_dev_m,square_true_mean_abs_ntun_xt_m,square_true_rmse_true_vs_abs_ntun_m,square_true_max_abs_diff_vs_ntun_m,directional_asymmetry_mean_m,directional_asymmetry_rms_m,lap_count,lap_rms_mean_m,lap_rms_std_m,lap_rms_range_m,lap_rms_slope_m_per_lap,lap_path_efficiency_mean,lap_path_efficiency_std,lap_closure_error_mean_m,lap_closure_error_p95_m,corner_count,corner_mean_min_distance_m,corner_p95_min_distance_m,corner_max_min_distance_m,corner_recovery_to_5m_mean_s,corner_recovery_to_10m_mean_s,loiter_available,loiter_window_status,loiter_window_start_seq,loiter_window_end_seq,loiter_duration_s,loiter_expected_turns,loiter_turns_complete,loiter_turns_flown_total,loiter_turns_flown_after_capture,loiter_completed_turns_after_capture,loiter_capture_time_s,loiter_samples,loiter_samples_after_capture,loiter_full_window_mean_radial_error_m,loiter_full_window_rms_radial_error_m,loiter_full_window_p95_abs_radial_error_m,loiter_after_capture_mean_radial_error_m,loiter_after_capture_rms_radial_error_m,loiter_after_capture_p95_abs_radial_error_m,loiter_after_capture_fitted_radius_m,loiter_after_capture_fitted_center_offset_m,loiter_after_capture_direction,full_mission_supported_sample_count,full_mission_supported_mean_true_path_dev_m,full_mission_supported_rms_true_path_dev_m,inside_segment_sample_count,inside_segment_mean_true_path_dev_m,inside_segment_rms_true_path_dev_m,artifacts_true_summary_json,artifacts_square_summary_json,heading_northbound_sample_count,heading_northbound_mean_true_path_dev_m,heading_northbound_rms_true_path_dev_m,heading_northbound_p95_true_path_dev_m,heading_northbound_max_true_path_dev_m,heading_northbound_mean_signed_line_dev_m,heading_westbound_sample_count,heading_westbound_mean_true_path_dev_m,heading_westbound_rms_true_path_dev_m,heading_westbound_p95_true_path_dev_m,heading_westbound_max_true_path_dev_m,heading_westbound_mean_signed_line_dev_m,heading_southbound_sample_count,heading_southbound_mean_true_path_dev_m,heading_southbound_rms_true_path_dev_m,heading_southbound_p95_true_path_dev_m,heading_southbound_max_true_path_dev_m,heading_southbound_mean_signed_line_dev_m,heading_eastbound_sample_count,heading_eastbound_mean_true_path_dev_m,heading_eastbound_rms_true_path_dev_m,heading_eastbound_p95_true_path_dev_m,heading_eastbound_max_true_path_dev_m,heading_eastbound_mean_signed_line_dev_m,corner_SE_mean_min_distance_m,corner_SE_p95_min_distance_m,corner_NE_mean_min_distance_m,corner_NE_p95_min_distance_m,corner_NW_mean_min_distance_m,corner_NW_p95_min_distance_m,corner_SW_mean_min_distance_m,corner_SW_p95_min_distance_m
wind_x_04_y_08__rep_01__attempt_002,wind_x_04_y_08,run_01,run_01,4.0,8.0,8.94427190999916,63.43494882292201,success_square_only,square_loiter_only,sim,wind_x_04_y_08/runs/attempt_002/wind_x_04_y_08__rep_01__attempt_002.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_08/runs/attempt_002/wind_x_04_y_08__rep_01__attempt_002.BIN,69537792,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_08/runs/attempt_002/wind_x_04_y_08__rep_01__attempt_002.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,25693,20,4.1973001950504365,10.714462586665874,27.75862822347397,78.48920077777956,4.165100702757402,0.8637073077237394,21.21677958440743,14.495450134188017,21.80927457563475,5,10.491333193305257,2.078507546574645,5.229984874203515,-1.0500567394075566,1.0259045109114424,0.008842222361565,1.8179550923075438,1.9970825724582801,20,4.452375620989341,7.36462545524176,7.695326679489475,1.7020136000000001,1.1780362,True,bounded_by_next_mise,23,24,413.46,5.0,True,4.999630860105766,4.998607968504274,4,71.02,10337,8562,53.29119665844762,123.94373018046527,368.80002280820236,8.236582725783103,8.369247686028908,11.57443093650497,108.8782739802547,1.8740364763388055,clockwise,26294,4.986943715685726,13.449486434872286,26069,4.897084039776538,13.42328548204471,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_08__rep_01__attempt_002/sim/true_path_deviation/wind_x_04_y_08__rep_01__attempt_002_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_08__rep_01__attempt_002/sim/square_loiter_mission_metrics/wind_x_04_y_08__rep_01__attempt_002_square_loiter_summary.json,3263,15.10683316459884,24.1635894829094,48.82743642087046,78.48920077777956,-12.244267779605064,7999,4.716983525748557,10.252353453054056,29.413949051897934,33.32905554244684,-3.959078594110143,10331,0.6113830304108226,2.354314907274651,1.8428530829399639,21.517340476035695,0.34403173088525363,4100,3.5366556062702306,5.973682035980049,12.133824497000266,21.295418588548028,-0.9946613713268146,2.96019811511547,6.556326408433657,0.5487312723532749,0.8825141672442303,7.182525477509243,7.290366609338226,7.118047618979373,7.30768559143958
wind_x_08_y_08__rep_01__attempt_001,wind_x_08_y_08,run_01,run_01,8.0,8.0,11.313708498984761,45.0,success_square_only,square_loiter_only,sim,wind_x_08_y_08/runs/attempt_001/wind_x_08_y_08__rep_01__attempt_001.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_08_y_08/runs/attempt_001/wind_x_08_y_08__rep_01__attempt_001.BIN,102318080,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_08_y_08/runs/attempt_001/wind_x_08_y_08__rep_01__attempt_001.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,38308,20,4.725437190740686,15.03276249488537,21.962136386696784,133.2119514473746,4.700577182389067,0.6529047446085213,20.83144731780933,28.09801263133693,40.68428382901547,5,13.62257518525476,6.0768436471461404,15.360551975571058,-3.009178161344066,1.0421351701042418,0.016153477369763324,1.0132812100816602,2.108730601701637,20,4.592534552659446,8.002038370639424,28.665258707572214,3.4889286999999998,2.7329572499999997,True,bounded_by_next_mise,23,24,603.780093,5.0,True,4.999366615680191,5.000714188395725,5,99.78,15095,12601,44.22139799967453,103.81693440427703,305.8852148677249,8.383500106436554,8.652146449001036,13.716918140888723,109.92850872142782,3.3180999623629837,clockwise,38868,5.120754280488646,15.777213049998073,38546,4.999160018949925,15.656023695673738,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_08_y_08__rep_01__attempt_001/sim/true_path_deviation/wind_x_08_y_08__rep_01__attempt_001_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_08_y_08__rep_01__attempt_001/sim/square_loiter_mission_metrics/wind_x_08_y_08__rep_01__attempt_001_square_loiter_summary.json,4335,28.580001533038182,42.602305747126664,101.51306279511542,133.2119514473746,-23.80667852427244,15328,1.926413761369751,5.455047031201517,17.117041501487037,23.23237772779561,-1.5823112772995158,15181,0.4819889017012533,1.918021918111195,0.9985903400200572,16.62199012632419,0.3420063227043327,3464,5.855253350511379,8.945326085087217,19.414119194209064,20.17109173162231,-3.4865913667947157,6.266634915728854,23.12214542429041,0.4527622785892375,0.6567572853092719,6.820787236845467,6.910844006959778,4.8299537794742236,4.985716679499344
wind_x_00_y_12__rep_01__attempt_001,wind_x_00_y_12,run_01,run_01,0.0,12.0,12.0,90.0,success_square_only,square_loiter_only,sim,wind_x_00_y_12/runs/attempt_001/wind_x_00_y_12__rep_01__attempt_001.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_00_y_12/runs/attempt_001/wind_x_00_y_12__rep_01__attempt_001.BIN,121167872,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_00_y_12/runs/attempt_001/wind_x_00_y_12__rep_01__attempt_001.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,45060,20,4.771972437885789,13.614687029114492,40.062854839534616,65.56199491345632,4.745160262455938,0.615039855797107,21.40203808732906,15.722669318781252,24.961850611514034,5,13.602129866802162,0.5360203937835517,1.4111540615392553,-0.2872568587417133,1.035665138266539,0.003285290839322725,3.057042733180084,3.4240675258422395,20,3.577057844583648,6.672411695483623,6.760465846716104,1.7930051500000002,0.9049780000000001,True,bounded_by_next_mise,23,24,703.8603889999999,5.0,True,5.004647269565845,4.9985148414355525,4,101.38,17597,15063,47.20854627533287,113.57070927322877,336.47501336643626,8.270282233854584,8.581431120646565,13.871271384948596,110.17994455769177,3.757714838853647,clockwise,46333,6.202340906575868,17.977677993502567,46139,6.169527068700075,17.989240749456552,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_00_y_12__rep_01__attempt_001/sim/true_path_deviation/wind_x_00_y_12__rep_01__attempt_001_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_00_y_12__rep_01__attempt_001/sim/square_loiter_mission_metrics/wind_x_00_y_12__rep_01__attempt_001_square_loiter_summary.json,2792,14.606318348077066,22.00671249530769,42.204059033705164,65.56199491345632,-11.912033045149109,9802,16.031611379934265,26.533537361638967,58.9993301200405,61.91590077845996,-15.001241728041016,24645,0.30894206115301287,1.5716867501249325,0.28868339012553995,21.369833291212394,0.2071905047831644,7821,1.2132087175643478,2.215503271246295,5.220884118595822,10.231292280345567,-0.26400553804740157,3.2496826458935026,4.194627176695916,0.6842750063410231,1.1188136653548542,6.469516780195816,6.741928130667161,3.9047569459042477,4.109295723257303
wind_x_04_y_12__rep_01__attempt_001,wind_x_04_y_12,run_01,run_01,4.0,12.0,12.649110640673518,71.56505117707799,success_square_only,square_loiter_only,sim,wind_x_04_y_12/runs/attempt_001/wind_x_04_y_12__rep_01__attempt_001.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_12/runs/attempt_001/wind_x_04_y_12__rep_01__attempt_001.BIN,156663808,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_12/runs/attempt_001/wind_x_04_y_12__rep_01__attempt_001.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,57865,20,4.3057220708842285,12.523585699065858,36.538474075883975,93.64961776816352,4.284712614318515,0.4985129732561353,21.378768081356576,21.113015155218147,30.202440904239904,5,12.450761437195712,1.2634521537338155,3.2757332961969183,-0.6534993678268944,1.0435480282956393,0.009265587243783353,1.693448903916795,2.2227271630017436,20,2.8803927751631315,6.3790745220537834,6.458719519840161,3.9070155499999997,0.9730193,True,bounded_by_next_mise,23,24,942.159723,5.0,True,5.003264885424429,5.000041689675652,5,173.240353,23555,19224,59.325437572532486,133.24118553744384,376.6349317317319,8.210121660346658,8.560445802025898,13.724957883029354,110.54259537175957,4.193571734190327,clockwise,59145,5.148109492483927,14.81677384903787,58831,5.099035967925788,14.80632557109632,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_12__rep_01__attempt_001/sim/true_path_deviation/wind_x_04_y_12__rep_01__attempt_001_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_12__rep_01__attempt_001/sim/square_loiter_mission_metrics/wind_x_04_y_12__rep_01__attempt_001_square_loiter_summary.json,3038,21.40163764879803,31.60975109783567,64.92108147687343,93.64961776816352,-17.546625972792885,17269,9.312837183185154,18.463854813089785,47.787231006827355,50.850743393476876,-8.956544221462268,32079,0.28862249357988196,1.4073101935957648,0.2269523498995644,16.767239629613144,0.2038621995286816,5479,2.564396088098925,4.036799278783415,9.762719343075306,10.75346281037928,-1.4238878304550735,1.9164881930301831,3.1148843194552964,0.6591498661377547,1.0408553729880503,6.2471039322905915,6.4419521518851335,2.698829109193997,2.8091510530973545
wind_x_12_y_00__rep_03__attempt_005,wind_x_12_y_00,run_03,run_03,12.0,0.0,12.0,0.0,success_square_only,square_loiter_only,sim,wind_x_12_y_00/runs/attempt_005/wind_x_12_y_00__rep_03__attempt_005.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_12_y_00/runs/attempt_005/wind_x_12_y_00__rep_03__attempt_005.BIN,123478016,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_12_y_00/runs/attempt_005/wind_x_12_y_00__rep_03__attempt_005.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,45020,20,4.974247162554314,14.304548537071401,40.62537848760048,85.31592746931841,4.9517938696914605,0.598941914732255,20.94507742025518,17.117980652919982,27.13548724835993,5,14.213225120439626,1.5925107526260285,4.1571860017969975,-0.7784539740903625,1.037761559413703,0.006407968727713741,0.4480202989182757,0.8627274551628878,20,3.4696828171589686,6.387451947114236,6.65556215236285,3.7539945500000003,2.7939418999999996,True,bounded_by_next_mise,23,24,788.28049,5.0,True,5.0060175600865255,5.001436022760224,5,182.16,19708,15154,63.3518519741203,134.24112701103272,377.3516937299306,8.230411083319746,8.568480273068145,14.048136320298681,110.14447045137959,3.7909627146779212,clockwise,45446,4.951958672119363,14.248819096596645,45150,4.891583688355975,14.241379656959095,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_12_y_00__rep_03__attempt_005/sim/true_path_deviation/wind_x_12_y_00__rep_03__attempt_005_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_12_y_00__rep_03__attempt_005/sim/square_loiter_mission_metrics/wind_x_12_y_00__rep_03__attempt_005_square_loiter_summary.json,9837,17.411541651430777,28.670865415898312,60.87769840524646,85.31592746931841,-16.446644574874476,24644,0.2935609985107935,1.5353781675383844,0.3005626257637459,21.0171198625888,0.21441378880660947,7828,1.1997046429982177,2.227219068145823,5.277096045630099,10.203777663218554,-0.3562340115504417,2711,13.293053058052605,19.48123621178468,41.13255184824034,42.26801065436021,-10.449931392187477,0.8239837216619579,2.1455780751807465,6.302670250593483,6.5991178986263,3.8779205662670924,3.9963622135438346,2.87415673011334,3.0910868333752766
wind_x_00_y_04__rep_03__attempt_005,wind_x_00_y_04,run_03,run_03,0.0,4.0,4.0,90.0,success_square_only,square_loiter_only,sim,wind_x_00_y_04/runs/attempt_005/wind_x_00_y_04__rep_03__attempt_005.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_00_y_04/runs/attempt_005/wind_x_00_y_04__rep_03__attempt_005.BIN,49823744,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_00_y_04/runs/attempt_005/wind_x_00_y_04__rep_03__attempt_005.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,18568,20,3.7978394035888368,7.81972477585013,21.04661952676718,35.2411609326885,3.7466001004024374,1.079676548562108,21.6680702891623,4.441704430054726,6.746508101051909,5,7.809198788435522,0.39793388530333246,1.0881962769619964,-0.22684211161876067,1.0137159669712754,0.0016061814216229056,3.1116685011052807,3.94811900301605,20,3.3862615949889125,5.345767393650486,5.402833294268506,1.1699362,0.8119557000000001,True,bounded_by_next_mise,23,24,279.26,5.0,True,5.001826859170703,4.991538448687641,4,32.699999999999996,6982,6165,34.39138453644062,92.44367162220682,277.40571336665386,7.21785764170707,7.275575058236318,8.256545049076925,107.28670677556747,0.5317822695370612,clockwise,19210,5.268350553853429,15.542008383901193,19118,5.211571735775037,15.533414460228803,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_00_y_04__rep_03__attempt_005/sim/true_path_deviation/wind_x_00_y_04__rep_03__attempt_005_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_00_y_04__rep_03__attempt_005/sim/square_loiter_mission_metrics/wind_x_00_y_04__rep_03__attempt_005_square_loiter_summary.json,3519,6.442210712133275,11.153673677780938,25.391428935036117,35.2411609326885,-4.771669614102903,4604,5.238251172916169,10.080841553350043,26.638754146509257,29.544192856088728,-3.9165262735781483,5909,2.0005062820785495,4.40716557672903,12.128333592769122,21.124912466566148,-1.0813317373037967,4536,2.6257148432390496,5.034569642822468,11.91118551524152,21.46239782469006,-1.2080790676216806,3.0703868119336404,3.7829922463294903,1.8337100523111864,2.1181328425273342,3.5592773138547904,3.716166004547744,5.081672201856034,5.390819420454186
wind_x_04_y_04__rep_03__attempt_003,wind_x_04_y_04,run_03,run_03,4.0,4.0,5.656854249492381,45.0,success_square_only,square_loiter_only,sim,wind_x_04_y_04/runs/attempt_003/wind_x_04_y_04__rep_03__attempt_003.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_04/runs/attempt_003/wind_x_04_y_04__rep_03__attempt_003.BIN,53964800,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_04/runs/attempt_003/wind_x_04_y_04__rep_03__attempt_003.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,19922,20,4.040649896156871,9.336387630909984,20.0809315427247,65.18071496414672,3.9984872590479967,0.9904674157961205,21.118235447544237,8.787946323275223,14.749685645480675,5,9.119328672467935,1.9393480422674583,4.921014639579578,-0.9715543227348733,1.0183242356136764,0.00699314462364144,1.6845920694524203,1.832679766039235,20,3.6388368411850136,5.710065218896244,5.815482845703079,1.24204355,0.8620593,True,bounded_by_next_mise,23,24,316.47999999999996,5.0,True,5.002521124238064,4.997440326587343,4,51.879999999999995,7913,6616,48.61449705401246,117.12290670547681,357.4630222051933,7.315428298966193,7.3897712915659275,8.793433841968032,107.49856095578356,0.9219442689207926,clockwise,20471,4.670851162521239,11.833528605524963,20319,4.582827798951313,11.789013992396395,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_04__rep_03__attempt_003/sim/true_path_deviation/wind_x_04_y_04__rep_03__attempt_003_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_04__rep_03__attempt_003/sim/square_loiter_mission_metrics/wind_x_04_y_04__rep_03__attempt_003_square_loiter_summary.json,3760,10.128902227534764,17.932651166537664,37.21337685474774,65.18071496414672,-8.209887789970926,6300,2.836733213520885,6.366303370829105,18.613771966707237,21.005987911624345,-2.0468615153428633,6250,1.3409559042595414,3.1829655210569885,6.663321000627584,20.925006685224457,-0.22384110634881668,3612,4.474186381202315,7.602466468586019,17.509442707305894,21.195932859553178,-2.7005054446675922,2.3693906538746026,4.396400058740415,1.7958060922916441,2.0129360941039334,5.699068010293013,5.7932896611121665,4.691082608280796,4.784760904378159
wind_x_08_y_04__rep_03__attempt_003,wind_x_08_y_04,run_03,run_03,8.0,4.0,8.94427190999916,26.56505117707799,success_square_only,square_loiter_only,sim,wind_x_08_y_04/runs/attempt_003/wind_x_08_y_04__rep_03__attempt_003.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_08_y_04/runs/attempt_003/wind_x_08_y_04__rep_03__attempt_003.BIN,69943296,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_08_y_04/runs/attempt_003/wind_x_08_y_04__rep_03__attempt_003.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,25915,20,5.590084438937061,16.503610077299562,31.237721474177363,130.97874032131386,5.554927343431017,0.8725749990151996,21.280019882806005,20.291647534794798,33.769430088284984,5,14.281081415558953,7.896601291467062,19.786051477701076,-3.9424346623285533,1.0332230753394431,0.019985084539466815,1.0129070900391917,1.1763490996471901,20,4.973274957519495,8.89537653305297,18.84384968412554,3.06702095,1.1370384999999998,True,bounded_by_next_mise,23,24,416.47999999999996,5.0,True,5.000938650666539,5.0009974978809195,5,73.16,10413,8584,48.2910414968526,112.04771235292242,330.9596552205232,8.228028990977625,8.376439039266002,11.638967852157853,108.89415262131277,1.9510681945612884,clockwise,26420,5.8164027290609255,16.757295334786978,26178,5.589249944614603,16.408018491847546,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_08_y_04__rep_03__attempt_003/sim/true_path_deviation/wind_x_08_y_04__rep_03__attempt_003_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_08_y_04__rep_03__attempt_003/sim/square_loiter_mission_metrics/wind_x_08_y_04__rep_03__attempt_003_square_loiter_summary.json,4776,21.387572589097076,36.91589650254745,95.40395943528938,130.97874032131386,-18.60784599788983,10307,1.2231148520178443,3.3309649018121523,10.263657050793313,20.883733785557745,-0.7305612938199609,7757,1.0959250543022772,3.1464664142624637,5.123676257911063,21.324547420926752,0.5506998623137643,3075,7.028375975140058,10.799533809807034,23.443884761422357,24.323308738909134,-4.418511329478194,4.545322173813183,15.306009434743153,2.3530785786911594,2.7656488470430562,8.238498916208544,8.3515986803844,4.7562001613650935,4.8273356287855105
wind_x_12_y_04__rep_02__attempt_003,wind_x_12_y_04,run_02,run_02,12.0,4.0,12.649110640673518,18.43494882292201,success_square_only,square_loiter_only,sim,wind_x_12_y_04/runs/attempt_003/wind_x_12_y_04__rep_02__attempt_003.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_12_y_04/runs/attempt_003/wind_x_12_y_04__rep_02__attempt_003.BIN,158187520,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_12_y_04/runs/attempt_003/wind_x_12_y_04__rep_02__attempt_003.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,58185,20,5.42964698387616,17.727784291020193,44.66059127214087,132.73081246383202,5.411392767300873,0.4972489360948608,22.386579818854727,31.519770173266526,44.363299390705095,5,16.87038647026967,5.25025749836189,13.335258054555903,-2.532649643110211,1.0403623999039704,0.0007900235780354146,0.37654135733878547,0.5696887563437524,20,4.1969472801284935,5.6349239575353565,31.208362043241102,4.3409948499999995,3.6369683999999998,True,bounded_by_next_mise,23,24,994.760147,5.0,True,5.006380502068241,5.000573776905475,5,222.11944599999998,24870,19317,58.854029243111555,125.91538968590045,353.7590411469477,8.196798103055883,8.559575492625852,13.869343730960251,110.54341284714596,4.2519652368170595,clockwise,58643,5.485025333987653,17.725765430380516,58412,5.458390168690312,17.741135057113013,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_12_y_04__rep_02__attempt_003/sim/true_path_deviation/wind_x_12_y_04__rep_02__attempt_003_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_12_y_04__rep_02__attempt_003/sim/square_loiter_mission_metrics/wind_x_12_y_04__rep_02__attempt_003_square_loiter_summary.json,8506,31.787516385048345,45.3367937338897,93.11854926808181,132.73081246383202,-29.807201269930182,31785,0.2677462117818192,1.1693993235350013,0.48980575958597683,21.36332131006407,0.008117900326913716,15033,0.369904787468621,0.9734943431846074,1.9154778357393776,7.871841024715291,0.025315761927300937,2861,10.999057453377228,16.135738640517765,34.55356994247401,35.833744086701664,-8.256384925924856,6.500010168112164,25.06356399943726,3.872675052369663,4.266010052533674,3.147581157973533,3.2089287612836013,3.2675227420586146,3.337295873753285
wind_x_00_y_08__rep_03__attempt_003,wind_x_00_y_08,run_03,run_03,0.0,8.0,8.0,90.0,success_square_only,square_loiter_only,sim,wind_x_00_y_08/runs/attempt_003/wind_x_00_y_08__rep_03__attempt_003.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_00_y_08/runs/attempt_003/wind_x_00_y_08__rep_03__attempt_003.BIN,62107648,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_00_y_08/runs/attempt_003/wind_x_00_y_08__rep_03__attempt_003.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,23338,20,4.103219062116122,9.86811760582621,28.296419016984316,48.558724840132356,4.065236361752227,0.9177960269594042,21.11470580174955,8.994921692414538,13.324593102063911,5,9.847646208447491,0.6078883680508439,1.561992082342874,-0.3048724443317253,1.021626362898529,0.0024358238043466836,3.4167862402616054,4.916326950125862,20,4.093141459998572,7.452412448126469,7.4771664441106465,1.48604345,1.02806135,True,bounded_by_next_mise,23,24,345.85999999999996,5.0,True,4.999745006124038,4.9944968513902035,4,35.86,8647,7751,31.10125052696051,84.7589535378967,239.67370084488556,7.880746712312659,7.987000589598219,10.537446053794085,108.32934940359976,1.512052596038582,clockwise,24044,5.616900797250587,16.381192334021748,23877,5.536981731550667,16.374291714898703,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_00_y_08__rep_03__attempt_003/sim/true_path_deviation/wind_x_00_y_08__rep_03__attempt_003_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_00_y_08__rep_03__attempt_003/sim/square_loiter_mission_metrics/wind_x_00_y_08__rep_03__attempt_003_square_loiter_summary.json,3024,9.847105437734939,15.71719188144011,32.39063941360729,48.558724840132356,-7.609210963428465,5632,8.480745017498437,15.673931834513146,40.312683797720766,43.38120556173777,-6.7919120563290365,9393,0.8521837453204003,2.392598779376198,5.610262097740367,21.099792833980626,-0.20306786894488887,5289,1.9313975741368672,4.084414114772416,7.335954442967107,21.29627189114126,-0.10668065273254851,3.576789287999543,5.556339141077614,0.9150756276835702,1.1566856961127903,4.49379885830529,4.728805551768906,7.386902066005885,7.47195507653503
wind_x_04_y_08__rep_02__attempt_003,wind_x_04_y_08,run_02,run_02,4.0,8.0,8.94427190999916,63.43494882292201,success_square_only,square_loiter_only,sim,wind_x_04_y_08/runs/attempt_003/wind_x_04_y_08__rep_02__attempt_003.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_08/runs/attempt_003/wind_x_04_y_08__rep_02__attempt_003.BIN,69562368,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_04_y_08/runs/attempt_003/wind_x_04_y_08__rep_02__attempt_003.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,25697,20,4.202197139099142,10.741831619734242,27.78770069051791,78.95218357369964,4.166917715418875,0.8982870564544195,21.351952732364147,14.557527590277273,21.94292670798747,5,10.508294264563718,2.1291601176075474,5.350422451921791,-1.0739248767203837,1.026108908723677,0.008934121717103517,1.7979212691064224,1.9486358055032624,20,4.393210059293203,7.322886867647344,7.3427080742465884,1.6870116499999999,1.16103465,True,bounded_by_next_mise,23,24,413.47999999999996,5.0,True,4.9998122366013105,4.998728949407696,4,71.03999999999999,10338,8562,53.306513227101206,123.9740421881869,368.9043187266231,8.23659639401379,8.368612860741136,11.576668699665738,108.87846568296551,1.8747351604439084,clockwise,26301,4.9967809448852405,13.483730688102881,26072,4.9060817742785785,13.458453854509276,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_08__rep_02__attempt_003/sim/true_path_deviation/wind_x_04_y_08__rep_02__attempt_003_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_04_y_08__rep_02__attempt_003/sim/square_loiter_mission_metrics/wind_x_04_y_08__rep_02__attempt_003_square_loiter_summary.json,3268,15.162042877481742,24.264286813288695,49.255014649194514,78.95218357369964,-12.293456010220622,8000,4.706560585483825,10.238166568975911,29.357176111361788,33.629618168210584,-3.956515949755727,10329,0.6045152872044686,2.3213601053012254,1.8791654604946058,21.242812892310656,0.3348919331541065,4100,3.5458001644914092,5.984218383432906,12.122692547452054,21.284286638999816,-0.9928042364157162,2.8709832845458236,6.240883867260868,0.5673401161353074,0.9870012247636135,7.056117715106929,7.314744097101775,7.078399121384753,7.252750540751256
wind_x_08_y_08__rep_02__attempt_002,wind_x_08_y_08,run_02,run_02,8.0,8.0,11.313708498984761,45.0,success_square_only,square_loiter_only,sim,wind_x_08_y_08/runs/attempt_002/wind_x_08_y_08__rep_02__attempt_002.BIN,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_08_y_08/runs/attempt_002/wind_x_08_y_08__rep_02__attempt_002.BIN,103280640,,[internal]/logs/017_params_old_009_matrix_r3_plugin_fixed/wind_x_08_y_08/runs/attempt_002/wind_x_08_y_08__rep_02__attempt_002.BIN,square-only true path deviation over mission seq 3..22,loiter reported separately; after-capture metrics preferred,True,True,True,0,,sim,sim,37900,20,3.41250445594072,9.87085007613336,19.69241792158453,66.06129008231147,3.385519219782685,0.6691887571354052,20.49402862303983,17.898366278020834,25.266306275852013,5,9.653841579147171,2.01415425896483,5.160111921456765,1.062444617452245,1.02838407074376,0.012484158018651659,0.5574793583697161,1.0615199143339011,20,4.120321622894998,7.484664218223423,18.05941795664018,2.1230064499999997,1.3429763,True,bounded_by_next_mise,23,24,639.880038,5.0,True,4.998920055828194,5.000703855238564,5,135.92,15998,12600,65.13959606963533,141.33481520684919,397.5322715089343,8.37644424794971,8.645998687428767,13.714746231226245,109.92412345178336,3.324256443479058,clockwise,38465,3.8361340308968868,11.087453525084221,38211,3.7777975905885515,11.069138347929657,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_08_y_08__rep_02__attempt_002/sim/true_path_deviation/wind_x_08_y_08__rep_02__attempt_002_true_path_deviation_summary.json,[internal]/logs/020_Old_Param_Fixed_CTE_Report/summary/corrected/per_run/wind_x_08_y_08__rep_02__attempt_002/sim/square_loiter_mission_metrics/wind_x_08_y_08__rep_02__attempt_002_square_loiter_summary.json,3937,18.35800548411658,27.173642681069065,61.94346664177925,66.06129008231147,-12.283938625336727,15316,1.9276811655401753,5.432777969628415,17.076409886804356,22.67578027446092,-1.569761085675582,15179,0.4596392060957457,1.9073364052170532,0.9813419617787774,16.640146313946573,0.34396999206629564,3468,5.927688306933585,8.959019230833741,19.432486910503336,20.271279274015647,-3.5114911637230635,4.091073640498541,14.661551377690158,0.7677738313332131,1.455677268633866,6.786971591907163,6.918517144776023,4.8354674278410785,4.99249892071676
